rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance,twist,twist,linear,x,y,z,angular,x,y,z,covariance
8763000000,,62,,8,763000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,2.30001853457e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.06330574515508712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06327073267932164, 0.0, 0.0, 0.0, 9.042927150849008e-07, 0.0, 0.0, 9.998413204912212e-07, 0.0, -8.37937524906367e-20, 0.0, 0.0, 0.0, 0.0, 9.99682742201988e-07, 0.0, 0.0, 0.0, 0.0, -8.37937524906367e-20, 0.0, 9.99682742201988e-07, 0.0, 0.0, 9.042927150849008e-07, 0.0, 0.0, 0.0, 0.07590100028321226]",,,,1.69523077977e-05,0.0,0.0,,0.0,0.0,0.0,"[0.00018145945500773822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996346135658e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99762018700689e-07, 0.0, -2.098183011659749e-28, 0.0, 0.0, 0.0, 0.0, 9.990494290449319e-07, 0.0, 0.0, 0.0, 0.0, -2.0981830116597477e-28, 0.0, 9.990494290449319e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999995238099773e-10]"
8863000000,,63,,8,863000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,2.30001853457e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.06330574515508712, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.06327073267932164, 0.0, 0.0, 0.0, 9.042927150849008e-07, 0.0, 0.0, 9.998413204912212e-07, 0.0, -8.37937524906367e-20, 0.0, 0.0, 0.0, 0.0, 9.99682742201988e-07, 0.0, 0.0, 0.0, 0.0, -8.37937524906367e-20, 0.0, 9.99682742201988e-07, 0.0, 0.0, 9.042927150849008e-07, 0.0, 0.0, 0.0, 0.07590100028321226]",,,,1.69523077977e-05,0.0,0.0,,0.0,0.0,0.0,"[0.00018145945500773822, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996346135658e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99762018700689e-07, 0.0, -2.098183011659749e-28, 0.0, 0.0, 0.0, 0.0, 9.990494290449319e-07, 0.0, 0.0, 0.0, 0.0, -2.0981830116597477e-28, 0.0, 9.990494290449319e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999995238099773e-10]"
8963000000,,64,,8,963000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,2.62183379891e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.07061760826399545, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07057855596836163, 0.0, 0.0, 0.0, 1.0907808079228343e-06, 0.0, 0.0, 9.99885871082699e-07, 0.0, -6.397157836706713e-20, 0.0, 0.0, 0.0, 0.0, 9.99771794793263e-07, 0.0, 0.0, 0.0, 0.0, -6.397157836706712e-20, 0.0, 9.99771794793263e-07, 0.0, 0.0, 1.0907808079228343e-06, 0.0, 0.0, 0.0, 0.08466100030452829]",,,,4.69976366418e-05,0.0,0.0,,0.0,0.0,0.0,"[0.00025193630984879974, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999997422519353e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.998288263614515e-07, 0.0, -1.6101025638494779e-28, 0.0, 0.0, 0.0, 0.0, 9.99316005024961e-07, 0.0, 0.0, 0.0, 0.0, -1.6101025638494779e-28, 0.0, 9.99316005024961e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996575344813e-10]"
9063000000,,65,,9,63000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,3.21248763041e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.0780828804120488, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.07803820877809671, 0.0, 0.0, 0.0, 1.6935326823772741e-06, 0.0, 0.0, 9.998881684727047e-07, 0.0, -1.779985195549992e-19, 0.0, 0.0, 0.0, 0.0, 9.997763875014924e-07, 0.0, 0.0, 0.0, 0.0, -1.7799851955499914e-19, 0.0, 9.997763875014924e-07, 0.0, 0.0, 1.6935326823772741e-06, 0.0, 0.0, 0.0, 0.09360100032672924]",,,,9.69756355398e-06,0.0,0.0,,0.0,0.0,0.0,"[0.00025749301370282574, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999997489039178e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99832271669111e-07, 0.0, -4.484861441060144e-28, 0.0, 0.0, 0.0, 0.0, 9.993297584036428e-07, 0.0, 0.0, 0.0, 0.0, -4.484861441060145e-28, 0.0, 9.993297584036428e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996644297555e-10]"
9163000000,,66,,9,163000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,2.93205163069e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.08308991120276575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0830425766023844, 0.0, 0.0, 0.0, 1.7814001523397622e-06, 0.0, 0.0, 9.99833389145441e-07, 0.0, -5.2088491746642874e-20, 0.0, 0.0, 0.0, 0.0, 9.99666889823805e-07, 0.0, 0.0, 0.0, 0.0, -5.208849174664289e-20, 0.0, 9.99666889823805e-07, 0.0, 0.0, 1.7814001523397622e-06, 0.0, 0.0, 0.0, 0.09960100033672922]",,,,-0.000104841515995,0.0,0.0,,0.0,0.0,0.0,"[0.0001729490828705527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996188157266e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.997501255506332e-07, 0.0, -1.3034841424610367e-28, 0.0, 0.0, 0.0, 0.0, 9.990019953371013e-07, 0.0, 0.0, 0.0, 0.0, -1.3034841424610369e-28, 0.0, 9.990019953371013e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999995000005e-10]"
9263000000,,67,,9,263000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,2.93205163069e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.08308991120276575, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0830425766023844, 0.0, 0.0, 0.0, 1.7814001523397622e-06, 0.0, 0.0, 9.99833389145441e-07, 0.0, -5.2088491746642874e-20, 0.0, 0.0, 0.0, 0.0, 9.99666889823805e-07, 0.0, 0.0, 0.0, 0.0, -5.208849174664289e-20, 0.0, 9.99666889823805e-07, 0.0, 0.0, 1.7814001523397622e-06, 0.0, 0.0, 0.0, 0.09960100033672922]",,,,-0.000104841515995,0.0,0.0,,0.0,0.0,0.0,"[0.0001729490828705527, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996188157266e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.997501255506332e-07, 0.0, -1.3034841424610367e-28, 0.0, 0.0, 0.0, 0.0, 9.990019953371013e-07, 0.0, 0.0, 0.0, 0.0, -1.3034841424610369e-28, 0.0, 9.990019953371013e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999995000005e-10]"
9363000000,,68,,9,363000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,1.75356336328e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.09060577512260408, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09055432899098201, 0.0, 0.0, 0.0, 1.4874999879368525e-07, 0.0, 0.0, 9.998889138518022e-07, 0.0, 4.043309860224641e-19, 0.0, 0.0, 0.0, 0.0, 9.997778775911719e-07, 0.0, 0.0, 0.0, 0.0, 4.0433098602246398e-19, 0.0, 9.997778775911719e-07, 0.0, 0.0, 1.4874999879368517e-07, 0.0, 0.0, 0.0, 0.10860100035922925]",,,,2.43837210788e-05,0.0,0.0,,0.0,0.0,0.0,"[0.0002589763357721325, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999997522970752e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.998333894872579e-07, 0.0, 1.018194545530243e-27, 0.0, 0.0, 0.0, 0.0, 9.993342205940267e-07, 0.0, 0.0, 0.0, 0.0, 1.018194545530243e-27, 0.0, 9.993342205940267e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99999666666889e-10]"
9463000000,,69,,9,463000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,2.39776709768e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.09807440626609623, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.09801718495153307, 0.0, 0.0, 0.0, 5.506313787282801e-07, 0.0, 0.0, 9.998881684727441e-07, 0.0, -9.25183471346255e-20, 0.0, 0.0, 0.0, 0.0, 9.99776387501817e-07, 0.0, 0.0, 0.0, 0.0, -9.25183471346255e-20, 0.0, 9.99776387501817e-07, 0.0, 0.0, 5.5063137872828e-07, 0.0, 0.0, 0.0, 0.11754100038143031]",,,,9.40445895927e-05,0.0,0.0,,0.0,0.0,0.0,"[0.0002576709270582587, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99999751332583e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.998322716692469e-07, 0.0, -2.331191197290762e-28, 0.0, 0.0, 0.0, 0.0, 9.993297584118258e-07, 0.0, 0.0, 0.0, 0.0, -2.3311911972907613e-28, 0.0, 9.993297584118258e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996644297555e-10]"
9563000000,,70,,9,563000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,2.50134966761e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.103032197601709, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10297239396851894, 0.0, 0.0, 0.0, 1.6679354103566124e-06, 0.0, 0.0, 9.998317067711142e-07, 0.0, -5.381474721135607e-19, 0.0, 0.0, 0.0, 0.0, 9.99663527327389e-07, 0.0, 0.0, 0.0, 0.0, -5.381474721135607e-19, 0.0, 9.99663527327389e-07, 0.0, 0.0, 1.6679354103566122e-06, 0.0, 0.0, 0.0, 0.12348100039123133]",,,,-0.000108620323231,0.0,0.0,,0.0,0.0,0.0,"[0.00017129143266952375, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.99999616979237e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.997476028339783e-07, 0.0, -1.3465132940195995e-27, 0.0, 0.0, 0.0, 0.0, 9.98991934799428e-07, 0.0, 0.0, 0.0, 0.0, -1.3465132940195995e-27, 0.0, 9.98991934799428e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999994949500052e-10]"
9666000000,,71,,9,665000000,turtlebot2/odom,turtlebot2/base_footprint_self,,,,1.91133062274e-05,0.0,0.0,,0.0,0.0,0.0,1.0,"[0.1080896571839771, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.10802796187781315, 0.0, 0.0, 0.0, 2.706895764310805e-07, 0.0, 0.0, 9.998350382148554e-07, 0.0, 6.154308361639451e-19, 0.0, 0.0, 0.0, 0.0, 9.996701857673992e-07, 0.0, 0.0, 0.0, 0.0, 6.154308361639452e-19, 0.0, 9.996701857673992e-07, 0.0, 0.0, 2.7068957643108037e-07, 0.0, 0.0, 0.0, 0.1295410004014323]",,,,2.39891337521e-05,0.0,0.0,,0.0,0.0,0.0,"[0.0001744074323958395, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999996253436277e-10, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.997525983318956e-07, 0.0, 1.539095886891121e-27, 0.0, 0.0, 0.0, 0.0, 9.990118567199303e-07, 0.0, 0.0, 0.0, 0.0, 1.539095886891121e-27, 0.0, 9.990118567199303e-07, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.999995049509852e-10]"
