rosbagTimestamp,header,seq,stamp,secs,nsecs,frame_id,child_frame_id,pose,pose,position,x,y,z,orientation,x,y,z,w,covariance,twist,twist,linear,x,y,z,angular,x,y,z,covariance
8507000000,,69,,8,508000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,1.41434640587e-05,-3.22763946363e-14,-2.72939896983e-19,,2.03020116004e-19,-1.49135222432e-18,9.5725881014e-14,1.0,"[0.054587420398826636, 3.658343343846415e-18, -9.954915176861745e-29, 1.2654158452623984e-31, -3.982116191218185e-31, -1.9653121707265836e-27, 3.658343343846415e-18, 0.05454254247727951, -9.262135461627604e-30, 1.6139765528954853e-32, -6.661706269083042e-32, -4.091484678978473e-27, -9.954915176852562e-29, -9.262135461627604e-30, 0.00048199930609068697, -2.900484432489364e-36, 2.264432223023978e-35, -9.007497088168399e-32, 1.26541584526195e-31, 1.6139765528954853e-32, -2.900484432489364e-36, 0.00024199861324837027, -1.529910489370015e-35, -8.801282552504676e-31, -3.982116191218185e-31, -6.661706269083042e-32, 2.264432221902939e-35, -1.529873755171552e-35, 0.00024199861324837113, 2.3012807359393465e-29, -1.9653121707265836e-27, -4.091484678978473e-27, -9.007497088166157e-32, -8.801282553423031e-31, 2.3012807359026123e-29, 0.06543350009399951]",,,,6.44588429754e-05,8.86578306591e-22,8.83417307656e-19,,9.32547667421e-19,2.91935920845e-18,-1.04442556313e-21,"[0.003137510584297562, 1.197409149933029e-27, 1.6215173475903496e-29, -9.841440882073003e-32, -2.0318132836157645e-31, 1.277975071966556e-34, 1.1974091495568708e-27, 0.00020000199999924096, -7.50933571542865e-35, 5.65440886066482e-39, 2.722400967860941e-39, -1.1277650040886128e-41, 1.6215173475903137e-29, -7.5093351414568e-35, 0.0003219989594920531, 1.5923734583806552e-35, 3.801142778878318e-35, -1.1141079492553031e-38, -9.841440882072442e-32, 5.65440886066482e-39, 1.592373458520785e-35, 8.199585236986031e-05, 7.26316237761518e-35, -1.4193805865324e-35, -2.0318132836155403e-31, 2.722401318185557e-39, 3.8011427783177986e-35, 7.263222327685821e-35, 8.199585236986031e-05, 1.033359118488937e-34, 1.277975071966556e-34, -1.1277650040886128e-41, -1.1141073887359174e-38, -1.4193805865324e-35, 1.033359118488937e-34, 0.0001600019999990175]"
8606000000,,70,,8,607000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,2.49386955053e-06,-2.5731155923e-14,-1.19859111908e-19,,5.69398709741e-19,-4.4244544534e-19,6.90949557048e-14,1.0,"[0.05959188082863833, 3.990635545149341e-18, 9.65748990392084e-28, 1.4074496251830667e-31, -1.2231040546365778e-31, -3.376381211060786e-27, 3.990635545149341e-18, 0.05954587051900586, 1.9762786179536233e-30, -9.893905756355078e-32, 5.715574673845354e-32, -4.048892096095388e-27, 9.657489903924513e-28, 1.9762786175862813e-30, 0.00048199928628031227, 2.3336772579993897e-36, 6.29789621656921e-36, 8.598214512828657e-32, 1.407449625183291e-31, -9.893905756355078e-32, 2.333677262203285e-36, 0.0002419985736895518, -1.2003955456055268e-35, 1.0435921001087547e-29, -1.2231040546363536e-31, 5.715574673845354e-32, 6.297896210964017e-36, -1.2005424823993796e-35, 0.0002419985736895518, 2.021681776482815e-30, -3.376381211060786e-27, -4.048892096095388e-27, 8.598214512826415e-32, 1.0435921001087547e-29, 2.021681776482815e-30, 0.07143597432514]",,,,-6.06732866351e-05,1.44179361227e-21,1.55766548393e-18,,-3.64962912494e-18,-2.08540122818e-18,-4.62406379482e-22,"[0.002921770043582218, -4.4463487104858864e-28, -1.8817980313035257e-28, -1.2103930203073056e-33, 1.8702749549598577e-32, -1.898217815958419e-34, -4.4463487104858864e-28, 0.00020000199999882246, 1.007742320713155e-34, -4.847573995290656e-38, -3.7418194664408857e-38, -2.534668662270729e-41, -1.8817980313030952e-28, 1.0077423243004791e-34, 0.00032199892979849947, -7.243569034327316e-35, -3.5295846623854655e-35, -4.070809033143052e-38, -1.210393020307218e-33, -4.847574555810041e-38, -7.243569033766797e-35, 8.199573442554692e-05, 1.3547539622741237e-34, 1.8555252944070437e-34, 1.8702749549597176e-32, -3.741819186181193e-38, -3.529584662665725e-35, 1.3547456542277624e-34, 8.199573442554692e-05, -2.0518102113921683e-34, -1.898217815958419e-34, -2.534108142884999e-41, -4.0708079121042803e-38, 1.8555253231056362e-34, -2.0518102149794924e-34, 0.00016000199999848192]"
8708000000,,71,,8,708000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,5.43164623427e-06,-3.38604827248e-14,-1.0177700692e-18,,-1.00953181141e-18,2.32259541754e-20,6.37174276056e-14,1.0,"[0.06464771610570641, 4.084664108355445e-18, -1.9538210801416492e-28, -6.865768825466801e-32, -5.725730258726433e-33, -3.199240264665178e-27, 4.084664108355445e-18, 0.06459947925167908, 7.381053836374829e-30, 3.7820907698796234e-31, -1.3323968983400404e-32, -7.397521619965319e-27, -1.9538210801416492e-28, 7.381053836374829e-30, 0.00042199931558908367, 2.3927356148850053e-35, -1.4665331068299857e-36, -1.8499723824995008e-31, -6.865768825466801e-32, 3.7820907698805203e-31, 2.392735616006044e-35, 0.00021199863221600624, -8.71408081972096e-36, -5.209939626388923e-29, -5.725730258726433e-33, -1.3323968983403206e-32, -1.4665331054286872e-36, -8.71408081972096e-36, 0.00021199863221600624, -2.781190950982365e-29, -3.199240264665178e-27, -7.397521619965319e-27, -1.8499723825003976e-31, -5.209939626388923e-29, -2.781190950982365e-29, 0.07749860251632312]",,,,1.02298454465e-05,1.88235170288e-21,-1.61194595643e-20,,2.45501083055e-18,-8.98255456963e-19,2.42395296578e-21,"[0.0029436930458787707, -3.861481438605647e-30, 4.296921079309305e-30, -6.216094319377948e-32, -1.0739896987212689e-32, -2.2063723546328843e-35, -3.861481438605647e-30, 0.00017500199999890588, -7.702845159242409e-35, 5.069875423151759e-38, -7.838468443266087e-39, 4.0267712670837943e-41, 4.296921079309305e-30, -7.702845159242409e-35, 0.0002819989737395654, 4.3197702592259056e-36, -4.613187548068058e-36, 9.516266916676084e-40, -6.216094319377948e-32, 5.069875423151759e-38, 4.3197702602768795e-36, 7.19959089463812e-05, -1.845314417364132e-35, 1.0442865667795913e-34, -1.0739896987211988e-32, -7.838468443266087e-39, -4.6131875466667594e-36, -1.8453266956814062e-35, 7.199590894638131e-05, 2.137425599712277e-34, -2.206372354913144e-35, 4.0267712670837943e-41, 9.516263413429923e-40, 1.0442865667795913e-34, 2.1374257145066472e-34, 0.0001400019999985582]"
8807000000,,72,,8,807000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,1.72116201011e-05,-1.82988539198e-14,-3.20912087888e-21,,-9.11960159445e-20,1.31833504771e-19,9.33806149325e-14,1.0,"[0.06975501783347446, 4.992236034584511e-18, -8.568036785586372e-27, -6.203188865335224e-33, -6.432232878098675e-34, -2.0662318077505536e-27, 4.992236034584511e-18, 0.06970041202307584, 1.194943651587592e-28, -1.5211922689128435e-31, 1.620409371231953e-31, -6.3421679810493965e-27, -8.568036785583433e-27, 1.1949436516142242e-28, 0.001981999275944283, -2.2294749240176597e-37, 3.778747769264114e-37, -6.877165399372176e-32, -6.203188865336625e-33, -1.521192268913292e-31, -2.2294749240176597e-37, 0.0009919985530458825, -7.559352936871591e-37, -6.685319657714006e-30, -6.432232878098675e-34, 1.6204093712317287e-31, 3.778747767512491e-37, -7.441803501789362e-37, 0.0009919985530458825, 3.612333751297776e-30, -2.0662318077505536e-27, -6.3421679810493965e-27, -6.877165399369934e-32, -6.685319659183374e-30, 3.612333752767144e-30, 0.08361920768279482]",,,,9.21065614415e-05,3.40033447937e-22,-1.47381748173e-18,,-2.99809749275e-18,1.82758056206e-19,7.50380207155e-22,"[0.0030629298889733986, 1.927766503376921e-28, 5.180873405458318e-27, 1.2397844353515913e-30, 1.5661128409324393e-32, -6.028140018785453e-34, 1.92776650361202e-28, 0.0008250019999984956, 3.667641462196032e-33, -1.199384930694484e-39, 1.213465790732098e-39, 1.0337378771324176e-41, 5.1808734054598204e-27, 3.667641463630962e-33, 0.0013219989135632932, -5.2348938139353985e-37, -1.4279601695035829e-35, -2.440948699937914e-38, 1.2397844353515913e-30, -1.19938484311333e-39, -5.234893813059587e-37, 0.0003319956712523811, 7.507017051249397e-36, -7.009530119347745e-33, 1.5661128409323693e-32, 1.213465703150944e-39, -1.4279601695035829e-35, 7.523293431389102e-36, 0.00033199567125238123, -7.41388110720595e-33, -6.028140018785453e-34, 1.0337378771324176e-41, -2.440948699937914e-38, -7.009530120020368e-33, -7.413881105771021e-33, 0.0006600019999980157]"
8907000000,,73,,8,907000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,7.44367841708e-06,1.22005374238e-14,-1.46793541926e-19,,-1.63219431063e-18,3.50279101783e-19,1.07097168064e-13,1.0,"[0.07310770134260464, 4.575397622193072e-18, 1.4654341664899124e-27, 5.604779783231102e-32, 1.0131655221489024e-34, -3.551711438022679e-28, 4.575397622193072e-18, 0.07305537332779109, 4.7828836972491206e-27, -1.072586219022494e-30, 7.693614574959016e-32, -9.446960474751518e-27, 1.4654341664957899e-27, 4.7828836972491206e-27, 0.0016819987197720957, 7.117101065156679e-36, -1.5820292416932147e-37, 2.621170895684418e-32, 5.604779783231102e-32, -1.0725862190225838e-30, 7.117101063755381e-36, 0.0008419974431776755, -3.6713994654041727e-36, -8.313983557607663e-27, 1.0131655221497782e-34, 7.693614574959016e-32, -1.582029241255309e-37, -3.65964452189595e-36, 0.0008419974431776757, -7.082527712785381e-27, -3.551711438022679e-28, -9.446960474751518e-27, 2.6211708956838576e-32, -8.313983557608397e-27, -7.082527712784646e-27, 0.08764278196232003]",,,,-9.07324708986e-05,5.44749846536e-16,-2.29179322039e-18,,1.95963836665e-18,-2.85725270722e-18,4.91167291336e-15,"[0.0010448547402596995, 9.582918822882904e-24, -4.574341632931807e-28, 5.767376889681783e-33, -3.938587479200853e-33, 2.6796529386809424e-30, 9.582918822882904e-24, 0.002550289254824326, -2.7645564605489657e-27, -3.647824159488399e-33, 1.2396407632489718e-32, -2.3999811488378817e-29, -4.574341632932162e-28, -2.7645564605490073e-27, 0.0011219980800199953, -5.313996207638311e-35, 7.223461450376286e-35, -1.1279369733666956e-31, 5.767376889681783e-33, -3.647824159488399e-33, -5.31399620791857e-35, 0.00028199237072119854, -7.408911767411431e-35, 5.0560880019018924e-27, -3.938587479202254e-33, 1.2396407632489718e-32, 7.223461450096026e-35, -7.40753848349581e-35, 0.00028199237072119854, 4.307375550144032e-27, 2.6796529386809424e-30, -2.3999811488378817e-29, -1.1279369733666956e-31, 5.0560880019018164e-27, 4.307375550143923e-27, 0.002000001999998019]"
9007000000,,74,,9,7000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,1.11737314428e-05,-3.49412434485e-15,-4.34023418663e-19,,1.32427321723e-18,-2.66413425196e-18,8.96363317135e-14,1.0,"[0.07811519450315728, 4.252633715099467e-18, 2.043317800917812e-27, 8.529771584575891e-32, -5.206904521525682e-31, 4.560040815925897e-27, 4.252633715099467e-18, 0.07806391522063072, 4.962496082586037e-28, -4.149112563282655e-31, 1.140355960599788e-30, -8.420493491041587e-27, 2.043317800917812e-27, 4.96249608258575e-28, 0.0012619929133884638, -2.0037764199694458e-35, 5.908995561562615e-35, 1.3597050214369258e-31, 8.529771584575961e-32, -4.149112563282655e-31, -2.003776419978204e-35, 0.00063198593748118, -1.6750675113072592e-34, -7.343234903829473e-28, -5.206904521525682e-31, 1.140355960599788e-30, 5.908995561597647e-35, -1.6750968986660297e-34, 0.00063198593748118, -6.101906243037722e-28, 4.560040815925897e-27, -8.420493491041587e-27, 1.3597050214368136e-31, -7.3432349038294155e-28, -6.101906243037665e-28, 0.09364989726900672]",,,,0.000122265468741,-2.65450337777e-16,5.73842495364e-18,,1.4049790614e-17,-1.22269727818e-17,-7.59721075005e-16,"[0.0008630127369312164, 6.54353360815193e-25, -6.788541958589486e-28, -2.72817165676256e-31, 2.249695263972867e-31, 1.0459921482917309e-29, 6.54353360815193e-25, 0.000705277380997977, -3.9161362295170473e-28, -1.3911021905063187e-31, 9.186503156475938e-32, 1.6909539590705986e-30, -6.788541958589756e-28, -3.9161362295171656e-28, 0.0008419894086664451, 3.6851910937918707e-34, -9.126403383426964e-34, -3.9023124306061404e-32, -2.728171656762336e-31, -1.3911021905063117e-31, 3.685191093798877e-34, 0.00021195908347062717, -2.032694036130205e-33, 7.276895441871466e-28, 2.249695263972867e-31, 9.186503156475938e-32, -9.126403383440977e-34, -2.0326920242341516e-33, 0.00021195908347062712, 6.02854549174951e-28, 1.0459921482917309e-29, 1.6909539590705986e-30, -3.9023124306060703e-32, 7.2768954418714735e-28, 6.0285454917495055e-28, 0.0005600019999991365]"
9108000000,,75,,9,108000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,8.67510549583e-06,-5.60738737897e-14,-8.12828735601e-19,,2.41333240168e-19,-1.20494882124e-18,8.10784911197e-14,1.0,"[0.08457314450291555, 4.698772335177364e-18, 1.4577754471322017e-28, -6.488061348677549e-33, 2.221384639905735e-31, 8.724110205576594e-28, 4.698772335177364e-18, 0.08451858363496208, -9.622746137653348e-29, -1.2660465690548e-31, 4.6734764445659465e-31, -9.096258943146154e-27, 1.4577754471319721e-28, -9.622746137653348e-29, 0.0016219983364144214, -3.562693054601823e-36, 1.227029286962593e-35, -2.5093469826670714e-31, -6.488061348677199e-33, -1.266046569054912e-31, -3.5626930539011736e-36, 0.0008119966789657345, -3.764154464467446e-35, 2.220066125592167e-30, 2.221384639905735e-31, 4.673476444566395e-31, 1.227029287032658e-35, -3.764154464467446e-35, 0.0008119966789657343, 2.9227037224972443e-30, 8.724110205576594e-28, -9.096258943146154e-27, -2.5093469826670714e-31, 2.220066125592167e-30, 2.9227037210278764e-30, 0.10139351829724116]",,,,-9.06470415554e-05,-5.77558767667e-22,4.59057857206e-18,,-4.84897553302e-18,-2.01727996924e-18,-2.73592384004e-21,"[0.0017840419444925982, -2.132162127838296e-28, -8.960010915747243e-29, 7.14073101186356e-31, 6.552347850976651e-31, -5.45575047344232e-35, -2.1321621273680984e-28, 0.0006750019999991735, -2.7438762154025144e-33, -2.21302288043055e-38, -9.334629208431837e-39, 4.2890943396054e-41, -8.960010915747418e-29, -2.743876215940613e-33, 0.0010819975057152237, -2.6272215605763873e-34, -1.7760904798479446e-34, 1.2513343052697038e-38, 7.140731011863784e-31, -2.2130230205603966e-38, -2.6272215606324392e-34, 0.00027199010736700754, 4.540021563418949e-35, 2.3245974795234964e-34, 6.552347850976651e-31, -9.334629909081069e-39, -1.7760904797638666e-34, 4.5411255994128786e-35, 0.00027199010736700754, 5.507107262052033e-33, -5.45575047344232e-35, 4.2890943396054e-41, 1.251333744750318e-38, 2.3245974831108204e-34, 5.50710726312823e-33, 0.0005400019999988663]"
9207000000,,76,,9,208000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,9.46716296248e-06,-2.21878397954e-14,2.52872887236e-18,,-1.09363418174e-18,-1.38261882345e-18,6.93157717234e-14,1.0,"[0.08972951258390821, 5.510866102456131e-18, 5.10945174585394e-27, 3.863625044647258e-31, 3.6918223793669316e-31, 5.670538862290653e-27, 5.510866102456131e-18, 0.08967015920708402, -1.0744672901165902e-28, -1.7625922615006342e-31, -2.1858205679976243e-31, -9.622326314284664e-27, 5.1094517458524705e-27, -1.0744672901459776e-28, 0.001861998279158915, -6.570727118444225e-35, -7.348887695950102e-35, 2.0131538142038447e-31, 3.8636250446470336e-31, -1.7625922615006342e-31, -6.570727119004744e-35, 0.0009319965648819102, 1.3262969597737402e-34, 1.2455254714931296e-29, 3.691822379367156e-31, -2.1858205679976243e-31, -7.348887694829063e-35, 1.3262969597737402e-34, 0.0009319965648819102, 1.7157438593803168e-30, 5.670538862290653e-27, -9.622326314284664e-27, 2.013153814204069e-31, 1.2455254713461928e-29, 1.7157438608496847e-30, 0.10757498387214452]",,,,9.19178956368e-06,2.62778478423e-21,4.19311423103e-18,,-4.30899216848e-18,5.20868234903e-18,8.51936507036e-22,"[0.0018557900591063545, 1.682202871337725e-29, -3.057657275338129e-27, 5.052185395641726e-32, -1.2376683357438604e-32, 3.117168501821199e-35, 1.682202871337725e-29, 0.0007750019999988645, -3.8762239822235014e-33, -1.6102858752166774e-38, 2.2614463603585282e-38, -4.4168927595518234e-42, -3.0576572753377896e-27, -3.876223982940966e-33, 0.0012419974195527052, -1.8178861164041352e-34, 2.3564573650306773e-34, -7.48851433049885e-38, 5.052185395641586e-32, -1.6102858752166774e-38, -1.8178861164041352e-34, 0.00031198976922782075, -2.8652896231954253e-34, 8.513510343345367e-33, -1.2376683357438253e-32, 2.2614463603585282e-38, 2.356457365142781e-34, -2.86539011227012e-34, 0.00031198976922782075, 7.799138478092646e-33, 3.1171685012606796e-35, -4.4168927595518234e-42, -7.488513209460079e-38, 8.513510342627903e-33, 7.799138478092646e-33, 0.0006200019999984961]"
9307000000,,77,,9,307000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,1.08513817273e-05,-4.35717721048e-14,2.58208021751e-18,,9.98137939549e-19,-9.00922264568e-19,7.83198696949e-14,1.0,"[0.09418348011793905, 5.036670861821033e-18, -1.1356228528726088e-27, 1.5204083364433514e-31, -3.302195562642663e-32, 4.334196882665501e-27, 5.036670861821033e-18, 0.09412783246861504, 3.530695751415889e-27, 2.6712158173999057e-31, -1.3056026608670648e-31, -5.814282926989532e-27, -1.1356228528733435e-27, 3.530695751418093e-27, 0.0012019992759451951, 6.720878365978349e-35, -6.127928281473044e-35, 7.048858617002513e-31, 1.5204083364433514e-31, 2.6712158173999057e-31, 6.720878363736271e-35, 0.000601998553052869, -4.496431195788334e-35, 2.6799661883152536e-27, -3.302195562642663e-32, -1.3056026608670648e-31, -6.127928279230967e-35, -4.4961373222006285e-35, 0.000601998553052869, -5.1179073321418374e-27, 4.334196882665501e-27, -5.814282926989532e-27, 7.048858617002513e-31, 2.6799661883152536e-27, -5.1179073321418374e-27, 0.11292044693049721]",,,,1.57579750658e-05,6.54195310828e-15,-3.2120620889e-19,,-3.37038660974e-18,1.40878348933e-18,2.62220281517e-15,"[0.0025621586748159164, 3.0096779374671035e-23, 6.664337632450127e-28, 1.9671843417641672e-32, -1.5553235701072719e-32, -1.714798101143009e-29, 3.0096779374671035e-23, 0.0031019260240247215, -1.5999469344124704e-27, -6.178152999554384e-32, 2.619233205211956e-32, 1.9866218870960014e-29, 6.664337632450386e-28, -1.5999469344123498e-27, 0.0008019989140646295, 1.554983764165193e-35, -9.691956620909966e-38, -5.526102349694179e-33, 1.9671843417641672e-32, -6.178152999554664e-32, 1.554983764165193e-35, 0.00020199567244151562, -7.207658293632527e-35, -1.247905439434855e-27, -1.5553235701072719e-32, 2.619233205212096e-32, -9.691956655942427e-38, -7.208533099460822e-35, 0.00020199567244151562, 2.433100640195244e-27, -1.714798101143009e-29, 1.9866218870960014e-29, -5.526102349694179e-33, -1.2479054394347832e-27, 2.433100640195043e-27, 0.0024000019999985047]"
9407000000,,78,,9,407000000,turtlebot2/odom,turtlebot2/base_footprint_distributed,,,,1.29345232153e-05,-4.78399356242e-14,-1.82237557291e-18,,-5.3133114896e-19,-1.04874772533e-18,6.44136487471e-14,1.0,"[0.09927597057946558, 1.1381404977108681e-17, 6.047366873353488e-27, 1.6936184313041953e-31, 9.854826755598977e-32, 4.361157586900388e-27, 1.1381404977108681e-17, 0.09917564437466078, 2.951048532425321e-27, 5.189430078541175e-32, 1.6374824686336526e-31, -5.377687634544823e-27, 6.0473668733520186e-27, 2.9510485324256882e-27, 0.0024619991674375294, 1.298588506446328e-35, 4.7170751106528566e-35, 5.045576004159218e-32, 1.693618431303747e-31, 5.189430078541175e-32, 1.298588506446328e-35, 0.0012319983364115926, 4.124892328981949e-35, -1.5216984676143653e-27, 9.854826755596735e-32, 1.6374824686334284e-31, 4.7170751106528566e-35, 4.1260678233327713e-35, 0.0012319983364115915, -4.643655652235896e-27, 4.361157586900388e-27, -5.377687634544823e-27, 5.045576004159218e-32, -1.5216984676146408e-27, -4.643655652236631e-27, 0.11897960892842285]",,,,2.18382149443e-05,5.75359598636e-17,2.10436354843e-18,,-9.79176021355e-19,-1.33572097799e-18,-7.75144713958e-18,"[0.005320452617930781, -6.90550167887969e-24, -2.6933541338565615e-27, -2.0703406601342905e-32, -5.626935535776371e-32, 7.506115629705518e-30, -6.90550167887969e-24, 0.002547076958008827, -2.9282588071607582e-27, 1.1058870983910395e-32, 3.4521749835892556e-33, -3.855361064537564e-30, -2.69335413385684e-27, -2.9282588071608974e-27, 0.0016419987503349717, -2.450076652897011e-35, -1.8332788131814885e-35, -3.449528752414876e-33, -2.0703406601345708e-32, 1.1058870983911096e-32, -2.450076652897011e-35, 0.0004119950247198768, -8.853861648073016e-36, 1.5200416806769242e-27, -5.626935535776371e-32, 3.452174983589431e-33, -1.8332788131814885e-35, -8.871030961518211e-36, 0.0004119950247198768, 4.6381781770467774e-27, 7.506115629705518e-30, -3.855361064537564e-30, -3.4495287524134746e-33, 1.5200416806768707e-27, 4.6381781770464474e-27, 0.0020200019999987314]"
